Year,ActionGeo_CountryCode,goldstein_score,tone
2013,BU,0.66,2.09
2013,CS,1.29,2.82
2013,GR,0.78,2.5
2013,SN,1.4,2.75
2013,MC,1.81,2.85
2013,IO,1.34,2.65
2013,CD,-0.17,1.97
2013,MD,2.19,2.81
2013,LU,1.91,2.61
2013,DR,0.96,2.35
2013,PS,1.63,2.73
2013,TV,2.33,3.03
2013,SM,0.38,2.25
2013,BO,1.77,2.4
2013,JE,0.79,2.75
2013,AG,0.15,1.05
2013,SZ,1.56,2.54
2013,WA,0.9,2.47
2013,JO,1.06,2.64
2013,BV,-10,2.14
2013,EI,0.66,2.54
2013,VQ,0.66,2.38
2013,GT,-0.12,2.19
2013,BY,1.7,2.74
2013,IS,0.12,2.49
2013,UV,1.71,2.61
2013,RE,1.37,2.87
2013,SV,1.18,2.31
2013,NT,1.14,3.01
2013,GB,1.74,2.58
2013,VI,1.72,2.57
2013,GQ,1.09,2.42
2013,FM,0.78,2.49
2013,ZA,0.75,2.8
2013,CO,0.9,2.65
2013,TZ,1.09,2.66
2013,SU,0.06,2.53
2013,GV,0.34,2.31
2013,BP,1.83,2.75
2013,ER,1.01,2.36
2013,PG,0.08,2.25
2013,SC,1.61,3.16
2013,BC,1.17,2.79
2013,GA,1.25,3.32
2013,AL,0.62,2.58
2013,WI,0.81,1.67
2013,EG,-0.8,2.7
2013,CY,1.49,2.44
2013,MG,2.24,2.92
2013,TI,1.53,2.25
2013,ML,-0.23,1.87
2013,KG,1.65,2.29
2013,GL,1.17,2.32
2013,IZ,-1.44,1.97
2013,PE,0.98,2.45
2013,MA,0.82,2.42
2013,GJ,1.24,2.73
2013,GI,0.91,2.02
2013,CB,0.6,2.88
2013,WS,1.53,2.77
2013,NC,1.8,3.02
2013,DA,1.38,2.79
2013,SB,1.57,2.41
2013,PL,1.15,2.5
2013,WE,-0.25,2.25
2013,LS,1.85,3.04
2013,IM,1.01,3.03
2013,NL,1.13,2.56
2013,SE,2.52,3.13
2013,KE,-0.1,2.25
2013,UP,1.48,2.45
2013,CN,0.96,2.86
2013,SY,-0.58,2.09
2013,LA,1.54,2.76
2013,CW,2.48,2.6
2013,AA,1.66,2.85
2013,PM,1,2.14
2013,BD,1.34,2.67
2013,GH,1.06,3.29
2013,TX,2.53,2.66
2013,TO,1.16,2.47
2013,CH,1.25,2.59
2013,IV,0.23,2.34
2013,FG,1.75,2.17
2013,MB,2.11,3.04
2013,KT,1.38,1.87
2013,WF,0.05,2.36
2013,NH,0.62,2.73
2013,OS,1.01,1.99
2013,CM,0.36,2.37
2013,ZI,0.46,2.69
2013,CE,0.59,2.42
2013,TL,3.52,2.64
2013,ST,1.45,3.02
2013,SG,1.07,2.61
2013,LI,1.13,3.02
2013,FO,0.25,2.37
2013,AS,0.83,2.62
2013,TU,0.37,2.32
2013,FI,1.76,2.59
2013,MH,1.41,2.92
2013,PC,0.64,2.15
2013,QA,2.15,3.03
2013,MO,0.87,1.94
2013,GG,0.99,1.37
2013,RB,0.83,2.42
2013,TH,0.64,2.49
2013,SO,-0.44,1.68
2013,VE,0.92,2.41
2013,RN,1.75,3.38
2013,SF,0.18,2.59
2013,BN,0.92,2.77
2013,ET,1.26,2.67
2013,FK,0.25,2.12
2013,BM,0.47,2.43
2013,NG,0.56,1.9
2013,BH,0.51,2.19
2013,OD,-0.65,2.36
2013,EN,1.76,2.37
2012,AM,1.32,5.34
2012,BU,1.01,4.61
2012,RN,1.54,6.2
2012,IR,0.47,4.75
2012,LY,-0.69,4.25
2012,MJ,1.78,5.4
2012,NC,1.69,6.76
2012,HU,1.02,5.4
2012,SW,0.58,5.12
2012,EN,1.63,5.51
2012,CT,-0.42,4.08
2012,OS,1.34,4.72
2012,UZ,0.98,4.98
2012,WI,1.03,4.08
2012,PM,1.23,5.22
2012,FR,0.55,5
2012,DR,0.96,5.07
2012,NS,2.17,6.36
2012,EG,0.14,5.01
2012,NH,1.55,6.24
2012,TU,0.4,4.53
2012,CM,0.83,5.12
2012,NG,0.73,4.95
2012,AO,1.94,5.36
2012,HO,-0.33,4.41
2012,VQ,1.25,5.79
2012,AN,2.16,5.7
2012,LQ,-0.63,5.2
2012,KE,-0.09,4.86
2012,TN,0.82,5.9
2012,UV,1.52,4.42
2012,SY,-1.14,4.26
2012,BM,1.13,5.5
2012,LG,1.34,5.39
2012,PL,1.09,5.1
2012,TI,1.3,4.8
2012,WE,-0.44,4.27
2012,FO,1.1,4.67
2012,WS,1.39,5.72
2012,HR,1.11,4.94
2012,ES,0.45,5.23
2012,CV,1.65,5.87
2012,WF,0.67,9.08
2012,MU,2.02,6.46
2012,SG,0.63,5.32
2012,OD,-0.24,4.76
2012,BK,-0.45,4.49
2012,AQ,0.84,5.02
2012,LI,0.65,6.06
2012,LH,1.51,5.44
2012,PS,1.12,5.54
2012,TX,2.52,5.54
2012,PP,1.2,5.59
2012,US,0.47,5.13
2012,HA,1.67,5.99
2012,BL,0.69,5.1
2012,MY,1.05,5.25
2012,MG,1.59,5.9
2012,NR,1.17,4.26
2012,IC,1.51,5.47
2012,IV,-0.07,4.6
2012,GR,1.17,5.36
2012,PA,0.51,4.8
2012,MO,0.86,4.16
2012,RP,0.53,5.01
2012,MI,0.9,5.51
2012,BC,1.04,5.82
2012,AS,0.7,5.23
2012,GP,1.86,4.16
2012,SA,0.71,5.37
2012,IT,0.87,5.04
2012,GG,0.83,5.07
2012,KN,0.68,5
2012,GL,0.14,5.22
2012,FG,1.54,4.9
2012,PF,-1.4,3.66
2012,SI,1.33,4.77
2012,TV,2.5,6.68
2012,GH,1.08,6.48
2012,GJ,0.38,5.19
2012,PC,0.33,4.18
2012,RQ,1.57,6.71
2012,MD,1.75,5.21
2012,MT,1.31,5.4
2012,CW,2.53,6.82
2012,ZA,0.64,5.36
2012,AR,0.77,4.84
2012,JQ,4.4,5.51
2012,UP,1,4.77
2012,LT,1.12,5.68
2012,GI,1.02,5.05
2012,CA,0.87,5.48
2012,SV,2.44,5.52
2012,LA,1.86,5.61
2012,YM,-1.83,4.46
2012,ER,-0.29,4.95
2012,TO,0.27,4.59
2012,TW,1.54,5.44
2012,HK,1.32,5.46
2012,IZ,-0.38,4.3
2012,EC,1.26,5.3
2012,MH,0.38,5.27
2012,BP,2.29,6.47
2012,KV,0.71,4.77
2012,RI,1.02,5.16
2012,BY,0.79,5.36
2012,SF,0.02,5.14
2012,CI,0.66,5.22
2012,MX,0.11,4.87
2012,MK,0.86,5.24
2012,CN,1.73,5.75
2012,VC,0.37,4.86
2012,JA,1.35,5.11
2012,BO,1.02,4.94
2012,GM,1.21,5.29
2012,SO,-0.86,4.38
2012,ET,0.77,5.44
2012,GQ,1.3,5.54
2012,ID,0.56,4.69
2012,NI,-0.23,5.06
2012,SM,0.34,4.69
2012,FQ,2.8,3.2
2012,CD,0.27,4.83
2012,UY,1.42,5.31
2012,AV,2.15,6.71
2012,FJ,1.56,5.67
2012,CB,1,4.89
2012,MB,1.07,4.72
2012,NF,3.43,5.18
2012,NT,0.12,5.25
2012,CU,1.38,5.48
2012,EZ,1.06,5.19
2012,GT,0.22,4.36
2012,RB,0.12,4.88
2012,AL,0.57,5.08
2012,VM,1.19,5.65
2012,IM,1.63,5.88
2012,CS,1.18,5.63
2012,GV,0.8,5.01
2012,FK,0.55,5.09
2012,CY,1.63,5.06
2012,IS,-0.48,4.48
2012,AC,0.79,5.08
2012,MF,-0.01,4.18
2012,CQ,0.37,4.78
2012,TD,0.65,4.77
2012,GY,0.59,5.15
2012,CF,-0.01,3.48
2012,CG,-0.17,4.15
2012,BD,0.39,5.14
2012,ST,1.82,5.87
2012,BE,1.43,5.13
2012,DA,1.23,5.73
2012,IN,0.25,4.75
2012,NE,1.04,5.97
2012,CH,1.01,5.36
2012,KU,0.99,5.25
2012,WA,0.93,5.46
2012,BB,1.37,6.1
2012,JN,-0.29,3.08
2012,TZ,1.29,5.58
2012,GZ,-1.83,3.56
2012,KZ,1.55,5.23
2012,MZ,1.35,5.16
2012,AG,0.43,3.77
2012,BA,-0.3,5.75
2012,GA,0.89,5.93
2012,VI,1.62,5.9
2012,PO,1.16,5.1
2012,SL,0.95,6.29
2012,BH,-0.22,3.8
2012,FI,1.47,5.54
2012,CE,0.82,5.24
2012,YI,-1.01,4.39
2012,FP,1.44,6.04
2012,SE,0.72,5.56
2012,JO,0.73,4.96
2012,GB,1.45,5.22
2012,TP,2.5,6.13
2012,BQ,1.9,2.69
2012,EI,0.66,5.13
2012,SB,1.77,5.7
2012,NP,0.53,4.97
2012,PU,0.5,4.9
2012,RE,2.06,6.5
2012,HQ,1.69,5.18
2012,SH,0.73,5.05
2012,WQ,0.21,4.19
2012,KG,1.21,4.71
2012,RS,0.67,3.97
2012,AE,1.49,6.05
2012,GK,1.31,5.59
2012,MC,1.31,5.25
2012,PK,-0.6,4.59
2012,TH,0.74,4.87
2012,WZ,0.66,5.64
2012,LS,1.82,6.61
2012,BT,1.5,5.49
2012,FM,0.69,4.88
2012,OC,0.71,4.9
2012,QA,2.07,5.56
2012,NO,0.91,5.47
2012,UG,0.5,5.16
2012,AJ,1.42,5.23
2012,BR,1.4,5.47
2012,LO,0.95,5
2012,CO,0.53,4.87
2012,LU,2.13,5.41
2012,MP,1,5.4
2012,VE,0.8,4.84
2012,ML,0.32,3.82
2012,SN,1.56,5.64
2012,SU,-0.11,4.75
2012,DJ,0.54,4.61
2012,VT,0.54,4.79
2012,AU,1.31,5.36
2012,IO,0.82,5
2012,CR,-5,6.53
2012,RM,1.09,5.21
2012,AA,0.83,5.02
2012,AY,1.32,5.75
2012,MR,0.27,3.22
2012,TT,2.04,6.41
2012,KT,0.56,4.4
2012,TK,2.73,5.52
2012,RW,0,4.79
2012,TS,0.11,4.11
2012,NL,0.85,5.28
2012,BX,1.56,5.84
2012,JE,0.63,5.77
2012,SC,2.22,6.43
2012,BV,2.01,4.41
2012,EK,1.39,6.14
2012,TL,3.05,6.11
2012,MN,1.29,6.54
2012,JM,0.56,5.41
2012,PE,0.57,5.11
2012,MA,0.72,5.19
2012,PG,-0.52,4.31
2012,NU,1.12,5.54
2012,AF,-0.77,4.37
2012,NZ,0.9,6.39
2012,KS,1.15,5.23
2012,UK,0.55,5.48
2012,BN,0.82,5.58
2012,SP,1.09,5.27
2012,BG,0.04,4.24
2012,LE,-0.67,4.7
2012,RO,1.3,5.2
2012,BF,1.28,6.31
2012,CJ,1.22,5.34
2012,KR,1.68,5.83
2012,MV,0.38,5.23
2012,SZ,1.09,5.34
2012,ZI,0.41,5.2
2012,DO,1.58,4.99
2011,JN,2.64,5.13
2011,RE,1.79,7.11
2011,BG,0.31,4.93
2011,BU,1.23,5.04
2011,MG,2.09,6.56
2011,IS,-0.23,5.39
2011,SW,0.45,5.57
2011,FI,1.38,6.02
2011,BB,1.18,6.03
2011,MZ,1.43,5.59
2011,CI,0.79,5.65
2011,KS,1.29,5.66
2011,TN,0.88,5.93
2011,MB,0.78,4.11
2011,WI,0.14,5.93
2011,FR,0.64,5.47
2011,TU,0.45,5.23
2011,LU,1.99,5.68
2011,VT,1.24,6.12
2011,SC,1.26,7.05
2011,FQ,1.43,5.69
2011,DA,1,5.92
2011,TT,1.53,6.4
2011,TS,-0.4,5.14
2011,NH,1.87,6.82
2011,US,0.5,5.5
2011,NC,1.38,6.34
2011,BM,1.17,5.84
2011,PG,-0.67,5.04
2011,NT,1.7,7.07
2011,JQ,-9.2,6.66
2011,PM,1.2,5.49
2011,KN,1.22,5.44
2011,PU,0.86,5.3
2011,CD,0.22,5.28
2011,SY,-1.4,4.5
2011,RW,0.49,6.14
2011,NP,0.91,5.98
2011,SU,-0.06,5.76
2011,HK,1.23,5.79
2011,CO,0.09,5.32
2011,CF,-0.1,5.29
2011,KT,-0.09,4.02
2011,EN,1.32,5.71
2011,BE,1.27,5.58
2011,SI,2.13,5.89
2011,FJ,1.22,6
2011,LH,1.28,5.85
2011,CW,2.16,6.97
2011,HU,1.34,5.73
2011,ER,0.61,5.81
2011,SG,0.53,5.56
2011,GJ,0.28,5.2
2011,MR,0.03,4.92
2011,LY,-0.44,4.97
2011,SE,0.65,5.82
2011,DR,0.72,5.23
2011,IR,0.07,5.2
2011,MT,1.03,5.49
2011,MN,1.56,7.36
2011,TX,2.61,6.33
2011,LE,-0.13,5.34
2011,BK,-0.38,4.69
2011,PS,1.3,6.09
2011,UV,-0.02,5.06
2011,IZ,-0.44,4.66
2011,CY,1.41,5.45
2011,UG,0.26,5.51
2011,BO,0.44,5.15
2011,JM,0.56,5.63
2011,SM,-0.11,5.32
2011,CN,0.69,5.2
2011,MD,1.83,5.74
2011,TW,1.47,5.83
2011,AG,-0.71,4.84
2011,ET,1.13,5.68
2011,VI,1.29,6
2011,KE,0.32,5.26
2011,GV,0.2,5.33
2011,TZ,1.36,6.1
2011,VC,0.67,5.46
2011,IM,0.76,5.18
2011,BT,1.74,5.72
2011,ZA,0.82,6.12
2011,GI,0.74,5.44
2011,AL,0.23,5.72
2011,SO,-0.42,4.68
2011,AY,1.38,6.16
2011,WA,0.83,5.62
2011,NE,2.36,6.66
2011,TV,2.62,6.45
2011,EI,0.71,5.6
2011,NU,0.81,5.68
2011,VM,1.23,6.17
2011,MI,0.44,5.71
2011,ID,0.52,5.09
2011,AN,1.89,6.44
2011,DO,1.96,5.9
2011,TP,2.24,5.91
2011,GA,0.92,6.45
2011,DJ,0.15,4.89
2011,FK,-0.31,5.37
2011,SN,1.6,6.02
2011,AE,1.61,6.33
2011,PP,1.18,5.92
2011,CV,1.96,6.38
2011,BC,0.95,6.05
2011,CJ,0.93,5.25
2011,GB,1.78,6.12
2011,CU,1.15,6.04
2011,YM,-1.77,4.7
2011,FG,2.14,4.79
2011,PC,-0.37,4.7
2011,SP,0.91,5.64
2011,HQ,3.64,5.76
2011,CH,1.23,5.99
2011,CE,0.75,5.47
2011,RP,0.34,5.27
2011,NS,2.08,6.85
2011,NG,0.09,4.81
2011,RI,0.77,5.39
2011,EC,0.8,5.48
2011,NZ,1.03,6.57
2011,NF,0.47,5.37
2011,IO,-1.39,5.24
2011,AF,-1.22,4.64
2011,GH,1.01,6.84
2011,ZI,0.25,5.51
2011,AJ,1.52,5.75
2011,YI,-0.82,4.68
2011,WQ,-1.45,4.29
2011,AM,1.47,5.65
2011,NI,0.08,5.83
2011,GK,1.77,6.23
2011,GM,0.98,5.55
2011,EZ,1,5.57
2011,KU,1.07,5.63
2011,JE,0.83,6.1
2011,MJ,1.65,6.03
2011,TL,2.01,5.48
2011,IT,0.79,5.45
2011,GR,1.11,5.48
2011,PO,1.28,5.73
2011,MQ,1.43,4.42
2011,AA,0.83,4.36
2011,MX,-0.6,4.74
2011,CA,0.98,6.09
2011,SH,0.91,5.02
2011,FP,1.3,5.33
2011,UP,1.16,5.27
2011,MA,1.27,5.92
2011,IN,0.4,5.31
2011,EK,1.66,6.38
2011,ES,0.55,5.62
2011,AV,1.29,6.53
2011,RQ,1.64,7.27
2011,LT,1.34,6.08
2011,MF,-1.31,3.73
2011,BA,-0.51,5.54
2011,HR,0.73,5.19
2011,WS,1.39,6.17
2011,FO,0.65,5.73
2011,FM,0.84,5.61
2011,UY,1.38,5.79
2011,PA,1.53,5.59
2011,LS,1.23,5.64
2011,MH,0.13,4.96
2011,PF,-2.69,4.21
2011,NL,0.58,5.45
2011,PL,1.26,5.57
2011,AS,0.7,5.63
2011,UK,0.44,5.85
2011,AU,1.17,5.48
2011,RM,0.96,5.55
2011,SZ,1.09,5.85
2011,GP,0.82,5.24
2011,HA,1.3,6.25
2011,MV,1.56,5.78
2011,BR,1.26,5.68
2011,LI,0.82,6.65
2011,LO,1.34,5.91
2011,SL,1.18,6.82
2011,BN,1.03,6.01
2011,BX,1.79,6.31
2011,MP,1.24,5.99
2011,BL,0.75,5.86
2011,MC,1.42,5.76
2011,OD,-0.24,5.72
2011,ST,0.75,6.65
2011,EG,-0.16,5.19
2011,AO,2.07,6.02
2011,TD,0.63,5.16
2011,QA,2.02,6.25
2011,JO,0.61,5.59
2011,RO,1.66,5.7
2011,KR,1.85,6.25
2011,GY,0.79,6.17
2011,WZ,0.56,6.04
2011,ML,0.17,4.94
2011,GZ,-1.49,4.66
2011,SA,0.29,5.67
2011,TK,3.24,6.53
2011,RN,-0.25,6.38
2011,RB,0,5.07
2011,GT,-0.24,5.18
2011,GL,0.93,5.42
2011,BF,1.01,6.23
2011,CG,-0.89,4.94
2011,MO,0.32,5.7
2011,WE,-0.6,5.04
2011,BY,0.82,5.58
2011,CT,-0.05,4.99
2011,AQ,1.1,5.63
2011,KV,0.48,5.48
2011,CQ,0.39,5.46
2011,NO,0.3,5.55
2011,KG,0.74,5.41
2011,AC,0.88,5.91
2011,SV,-0.56,5.41
2011,BH,0.72,5.22
2011,BD,0.22,5.17
2011,CB,0.28,4.69
2011,AR,0.88,5.39
2011,VE,0.77,5.47
2011,UZ,1.39,6.04
2011,SF,0.5,5.73
2011,IV,-0.51,5.15
2011,TI,1.34,5.15
2011,MU,1.33,6.26
2011,OC,0.29,5
2011,NR,1.55,5.29
2011,BP,2.2,6.64
2011,GQ,1.54,5.53
2011,GG,0.72,5.49
2011,MK,1.36,6.12
2011,RS,0.84,5.24
2011,HO,0.29,5.14
2011,KZ,1.66,5.71
2011,CS,1.16,5.66
2011,VQ,0.98,6.02
2011,PE,1.02,5.78
2011,LG,1.71,6.16
2011,TH,0.42,4.99
2011,CM,1.19,5.85
2011,LA,1.41,6.68
2011,OS,1.12,5.01
2011,SB,-1.33,3.26
2011,JA,1.5,5.41
2011,MY,1.03,5.68
2011,IC,1.27,5.38
2011,TO,1.53,5.92
2011,PK,-0.88,4.94
2010,TZ,1.31,6.07
2010,HK,0.92,5.47
2010,RP,0.12,5.21
2010,MK,1.54,5.87
2010,BG,0.1,4.74
2010,CD,1.15,5.71
2010,MB,0.92,5.26
2010,SV,0.98,6.04
2010,WA,0.95,5.84
2010,EI,0.71,5.45
2010,BC,1.17,6.24
2010,QA,2.44,6.71
2010,CY,1.52,5.76
2010,FR,0.77,5.26
2010,CJ,1.51,6.08
2010,GB,2.06,6.05
2010,BA,1.52,6.89
2010,IV,0.24,5.46
2010,CB,0.71,5.32
2010,TO,0.46,5.59
2010,TP,1.93,6.06
2010,IZ,-0.62,4.77
2010,WE,-0.22,4.97
2010,CH,1.39,6.02
2010,EC,0.62,5.33
2010,BK,0.08,5.02
2010,TK,1.76,4.67
2010,KQ,1,7
2010,TN,0.97,5.69
2010,ID,0.43,4.97
2010,TE,7,5.8
2010,YI,-0.81,5.11
2010,US,0.65,5.58
2010,HU,1.38,5.35
2010,TT,1.41,5.79
2010,GA,0.82,6.18
2010,GZ,-1.27,4.64
2010,TX,2.52,6.45
2010,GY,0.53,5.22
2010,LY,1.47,5.72
2010,ET,1.36,6
2010,MY,0.94,5.61
2010,PA,1.01,5.32
2010,EK,1.32,7
2010,MG,2.24,6.46
2010,AV,0.64,5.93
2010,SU,0.68,6.18
2010,ZI,0.38,5.58
2010,ES,-0.34,4.88
2010,PC,0.59,4.55
2010,WS,1.3,5.82
2010,NO,1.51,6.49
2010,GK,1.59,5.83
2010,LG,1.6,5.86
2010,VE,1,5.26
2010,ER,0.15,5.9
2010,CT,-1.04,5.02
2010,KU,1.32,5.69
2010,FI,1.39,5.73
2010,VM,1.63,6.52
2010,RW,-0.08,5.62
2010,AQ,1.67,5.76
2010,NE,2.18,7.93
2010,SL,1.27,6.35
2010,GG,1.03,5.58
2010,GJ,0.42,5.37
2010,BP,1.69,6.43
2010,TL,2.68,5.66
2010,BX,1.91,6.43
2010,IM,1.1,5.24
2010,AG,0.35,5.09
2010,AE,1.38,6.1
2010,CF,0.04,5.3
2010,SP,1,5.49
2010,AM,1.62,5.67
2010,BN,1.2,6.16
2010,BM,0.73,6.02
2010,TD,1.03,5.37
2010,BD,0.26,5.08
2010,AS,0.77,5.7
2010,FJ,1.23,5.56
2010,AR,0.93,5.53
2010,GI,1.26,5.33
2010,CI,1.53,5.75
2010,KT,0.41,4.27
2010,TV,1.97,7.63
2010,TH,0.04,4.8
2010,BB,1.66,6.19
2010,CA,0.96,5.96
2010,SZ,1.2,5.87
2010,LH,1.33,5.83
2010,DR,1.46,5.57
2010,TU,1.02,5.46
2010,AL,0.5,5.55
2010,LE,0.26,5.27
2010,PO,1.42,5.78
2010,GT,-0.07,4.82
2010,FP,0.24,4.8
2010,MU,2.34,6.75
2010,MA,0.52,5.62
2010,NC,1.65,6.73
2010,LS,1.25,5.91
2010,IR,0.44,5.43
2010,CG,-0.18,5.16
2010,KE,0.75,5.59
2010,GM,1.04,5.5
2010,SH,0.84,5.02
2010,VT,1.4,6.16
2010,FG,0.64,4.93
2010,FM,0.95,5.81
2010,RI,1.25,5.95
2010,SG,1.27,5.71
2010,DQ,2.57,4.38
2010,PK,-0.69,4.93
2010,PS,1.39,6.31
2010,LU,1.86,5.98
2010,PU,1.55,5.78
2010,AA,0.87,4.28
2010,AN,2.1,5.92
2010,FQ,-1.13,3.29
2010,BT,1.96,5.74
2010,HR,0.98,5.22
2010,CO,-0.08,5.4
2010,HQ,-1.5,4.71
2010,RQ,1.69,7.23
2010,KS,0.98,5.3
2010,NF,-0.47,5.48
2010,HO,0.62,5.29
2010,MZ,1.05,5.39
2010,EN,1.69,5.84
2010,AY,1.28,6.17
2010,ST,2.35,7.69
2010,NT,2.53,5.81
2010,PL,1.08,5.31
2010,SN,1.68,5.92
2010,LO,1.01,5.59
2010,UG,0.53,5.72
2010,CN,1.22,5.17
2010,JM,0.44,5.46
2010,YM,-0.78,4.66
2010,AF,-1.07,4.75
2010,VC,0.92,5.34
2010,NP,0.76,5.83
2010,GV,0.59,5.65
2010,CV,2.64,5.32
2010,DA,0.76,5.78
2010,MD,1.69,5.66
2010,GQ,1.57,5.45
2010,MN,1.39,6.3
2010,NH,1.84,6.75
2010,KG,-0.07,5.03
2010,TI,0.67,4.97
2010,JU,2.16,5.97
2010,UZ,0.59,5.75
2010,NS,1.58,5.54
2010,BE,1.45,5.51
2010,VQ,0.82,5.74
2010,SW,0.11,5.34
2010,SY,1.41,5.85
2010,IS,-0.08,5.25
2010,CQ,0.48,5.58
2010,BU,1.33,5.23
2010,FK,1.12,5.07
2010,LQ,3.04,5.58
2010,MT,1.07,5.53
2010,JE,0.99,6.22
2010,BY,0.74,5.63
2010,WQ,-0.26,4.9
2010,MF,0.01,4.74
2010,GR,0.96,5.3
2010,MJ,1.53,5.85
2010,LT,1.72,6.59
2010,JQ,0.84,5.85
2010,BR,1.62,5.71
2010,CM,1.17,5.81
2010,NZ,0.93,6.58
2010,MH,0.33,5.25
2010,RE,1.82,6.81
2010,FO,0.83,5.19
2010,VI,1.92,6.01
2010,MO,0.36,5.51
2010,GH,0.99,6.69
2010,BH,0.46,5.01
2010,UP,1.46,5.48
2010,SE,0.46,5.63
2010,KN,0.31,5.11
2010,UK,0.57,5.84
2010,MI,1.42,6.12
2010,PM,0.88,5.23
2010,PG,0.4,6.83
2010,SB,-3.21,5.98
2010,MV,1.48,6.14
2010,KV,0.96,6.14
2010,PP,1.31,6.24
2010,KR,1.4,5.95
2010,ZA,0.81,5.83
2010,CE,0.58,5.65
2010,SA,1.01,5.7
2010,IO,0.08,5.62
2010,JN,2.35,6.55
2010,OD,0.1,5.65
2010,RM,0.87,5.63
2010,CU,1.51,5.71
2010,MX,-0.73,4.64
2010,KZ,2.11,5.64
2010,NR,1.75,5.19
2010,MC,1.24,5.72
2010,JA,1.43,5.61
2010,LI,1.28,6.36
2010,NI,0.42,5.84
2010,GP,0.75,4.55
2010,BO,1.04,5.16
2010,BL,1.29,6.02
2010,LA,1.85,6.75
2010,WZ,0.86,6.03
2010,OC,0.59,4.91
2010,OS,0.81,4.85
2010,UV,1.69,6.01
2010,PF,0.7,4.62
2010,EG,0.53,5.4
2010,SC,2.07,6.36
2010,SO,-0.77,4.5
2010,RS,0.87,5.19
2010,BF,1.03,6.01
2010,DO,1.95,5.99
2010,RN,3.39,8.02
2010,RB,0.6,5.48
2010,AU,1.16,5.56
2010,SI,2.06,5.86
2010,UY,1.83,5.92
2010,NU,1.12,5.4
2010,NG,0.45,5.13
2010,AC,1.98,5.61
2010,TS,1.07,6.51
2010,HA,1.88,6.19
2010,IT,0.72,5.59
2010,EZ,1.36,5.75
2010,AJ,1.52,5.61
2010,CW,2.16,6.26
2010,AO,1.98,6.14
2010,RO,1.64,5.16
2010,DJ,1.27,5.33
2010,GL,0.77,5.14
2010,SF,0.31,5.43
2010,IN,0.45,5.33
2010,TW,1.68,5.88
2010,ML,0.66,5.34
2010,CS,1.28,5.6
2010,WI,-0.96,4.96
2010,JO,0.87,5.8
2010,IC,1.03,5.08
2010,SM,1.46,6.34
2010,MP,1.77,6.28
2010,PE,0.95,5.35
2010,MR,-0.18,4.85
2010,NL,0.74,5.37
2009,LH,1.4,5.43
2009,AL,0.84,5.5
2009,BO,1.54,5.54
2009,MD,1.15,5.78
2009,GG,0.71,5.36
2009,NC,0.4,6.21
2009,RN,0.75,5.36
2009,ER,0.22,5.44
2009,MY,0.93,5.61
2009,MF,0.49,4
2009,SN,1.81,5.96
2009,GB,0.3,4.68
2009,TS,1.13,6.16
2009,ST,1.69,6.83
2009,ID,0.42,4.93
2009,BB,1.61,6.34
2009,MU,2.56,6.78
2009,TH,0.4,5
2009,AN,2.11,4.91
2009,IS,-0.17,5.21
2009,GH,1.12,6.71
2009,RS,0.92,5.11
2009,EN,1.34,5.29
2009,IZ,-0.16,4.71
2009,BM,0.66,5.31
2009,PA,1.12,3.62
2009,NH,1.81,6.13
2009,NE,1.63,6.35
2009,MX,0.16,4.74
2009,EG,1.15,5.33
2009,KE,0.71,5.29
2009,CA,0.92,5.86
2009,BK,-0.16,4.81
2009,AA,1.62,4.57
2009,PS,1.57,5.35
2009,LY,1.31,5.93
2009,HR,0.94,5.14
2009,AV,1.88,6.68
2009,KT,0.37,4.07
2009,CS,1.44,5.03
2009,RP,0.09,4.98
2009,VE,1.13,4.62
2009,BT,1.74,5.76
2009,GQ,1.77,5.41
2009,TV,1.13,5.68
2009,FK,2.11,5.44
2009,NU,0.98,4.65
2009,MZ,0.87,5.46
2009,UK,0.52,5.68
2009,RE,1.07,6.03
2009,PF,-0.79,3.64
2009,SP,0.81,5.14
2009,CM,1.36,5.53
2009,EK,0.88,5.79
2009,FR,0.85,5.15
2009,GZ,-1.16,4.62
2009,CF,0.15,5.17
2009,JO,1.69,6
2009,TX,2.17,6.06
2009,TW,1.57,5.66
2009,NL,0.87,5.18
2009,SC,1.78,5.97
2009,UG,0.51,5.46
2009,AY,1.62,6.29
2009,KS,1.37,5.48
2009,MC,1.53,6.05
2009,EC,0.92,4.09
2009,HU,1.15,5.38
2009,GI,1.79,5.38
2009,NG,0.45,5.23
2009,CY,1.7,5.73
2009,WZ,1.37,6.07
2009,AQ,1.84,5.53
2009,GT,0.17,4.25
2009,UZ,0.72,5.51
2009,IN,0.37,5.25
2009,MK,1.68,5.82
2009,VM,1.63,6.16
2009,BN,1.16,5.86
2009,MR,0.2,5.14
2009,AC,1.12,5.3
2009,MJ,1.74,5.47
2009,MH,0.05,5.01
2009,MO,0.84,5.44
2009,GL,1.23,5.98
2009,BX,1.92,6.13
2009,BA,1.7,6.27
2009,NR,2.92,6.41
2009,JN,1.97,4.04
2009,NP,0.73,5.73
2009,AM,1.93,5.59
2009,LT,1.43,6.31
2009,CJ,1.37,5.7
2009,GV,-0.23,4.97
2009,LI,1.12,6.72
2009,RO,1.58,5.52
2009,BF,1,5.95
2009,FI,1.16,5.29
2009,SZ,1.14,5.68
2009,UY,1.03,4.22
2009,IR,0.28,5.36
2009,TU,1.31,5.29
2009,YI,-0.73,5.03
