Year,ActionGeo_CountryCode,goldstein_score,tone
2001,WA,0.7,4.94
2001,FO,1.74,6.17
2001,PG,-0.27,5.7
2001,CF,1.06,5.28
2001,IR,0.84,5.52
2001,AA,-0.26,5.57
2001,MP,1.88,5.85
2001,DJ,2.09,4.99
2001,CQ,0.15,5.33
2001,ER,1.6,5.85
2001,MK,-0.14,5.32
2001,GG,0.6,4.74
2001,BP,0.95,6.12
2001,BT,1.2,5.71
2001,ES,1.72,5.5
2001,PS,2.04,6.58
2001,LA,1.86,6.81
2001,BN,1.09,5.03
2001,ST,0.46,6.31
2001,AJ,1.02,5.38
2001,WS,0.45,5.8
2001,ID,-0.39,4.57
2001,SE,0.02,5.28
2001,VE,1.19,5.52
2001,KS,1.76,5.81
2001,BK,0.11,4.72
2001,WQ,-10,6.54
2001,GZ,-3.93,3.29
2001,NU,1.18,5.4
2001,MF,1.05,5.98
2001,TO,1.78,5.72
2001,CM,0.13,4.77
2001,RP,-0.36,4.82
2001,AL,-0.41,5.38
2001,AR,0.97,5.34
2001,MO,1.67,5.81
2001,BX,1.88,5.7
2001,TZ,0.7,5.46
2001,TI,0.99,5.04
2001,HO,0.36,4.9
2001,BR,1,5.29
2001,GA,0.49,6.11
2001,HA,0.13,5.72
2001,MT,1.92,5.4
2001,EN,1.87,5.91
2001,GH,1.25,6.35
2001,QA,1.81,5.32
2001,BA,1.96,6.54
2001,WI,1.82,5.91
2001,PP,1.25,6.43
2001,PU,-0.09,5.35
2001,NT,2.58,5.23
2001,NH,0.67,5.11
2001,NE,-0.71,6.3
2001,DO,1.99,6.57
2001,CG,0.5,5.38
2001,VQ,1.14,5.51
2001,SH,-1.73,3.63
2001,TW,1.5,6.33
2001,RM,0.85,5.07
2001,SI,2.16,5.78
2001,GT,-0.41,4.61
2001,SC,1.29,5.75
2001,GM,1.01,5.37
2001,MC,1.69,6.74
2001,LU,2.48,5.26
2001,SZ,1.05,5.17
2001,SU,1.15,6.34
2001,PA,1.33,5.28
2001,LS,1.08,5.46
2001,MA,1.29,5.71
2001,GB,1.74,5.32
2001,FP,1.87,5.88
2001,GP,-0.64,2.82
2001,GR,1.17,5.08
2001,SL,1.08,5.73
2001,PE,-0.06,5.14
2001,BL,0.81,4.84
2001,WE,-3.21,3.55
2001,RW,0.3,4.93
2001,CE,-1.37,4.56
2001,PK,0.03,5.21
2001,RS,0.88,5.02
2001,BB,1.41,5.23
2001,NG,0.48,5.49
2001,GK,3.17,7.22
2001,OD,-0.75,4.33
2001,AS,0.82,5.3
2001,CD,0.87,5.52
2001,GL,0.59,5.1
2001,KT,1.49,4.14
2001,JQ,-7.1,4.44
2001,KU,1.25,5.34
2001,BE,1.52,5.34
2001,GY,0.3,5.29
2001,TN,1.73,6.32
2001,CJ,0.28,4.42
2001,VC,1.71,6.99
2001,SP,0.34,4.9
2001,MG,2.76,5.94
2001,IV,0.56,5.21
2001,LI,-0.21,5.18
2001,SY,1.45,5.44
2001,RI,0.22,5.17
2001,OC,0.64,4.89
2001,CS,1.84,5.58
2001,CA,0.91,5.54
2001,AM,1.56,5.57
2001,PO,1.31,5.6
2001,TH,0.72,5.43
2001,MZ,1.45,5.22
2001,AE,1.45,5.39
2001,JE,0.06,5.94
2001,MB,-0.81,3.68
2001,PC,-2.75,3.9
2001,TU,0.85,5.31
2001,UG,0.58,5.34
2001,SN,1.59,5.85
2001,TV,1.56,5.75
2001,YI,0.5,5.13
2001,LT,1.62,6.52
2001,NC,0.55,6.95
2001,EI,0.61,5.79
2001,NL,0.65,5
2001,KG,1.62,5.15
2001,AN,6.49,5.89
2001,AG,-0.29,4.78
2001,MR,1.5,5.42
2001,DA,1.25,5.94
2001,AY,1.44,5.63
2001,AU,1.53,5.58
2001,CI,0.85,5.63
2001,DR,0.52,4.86
2001,MY,0.79,5.25
2001,FJ,0.94,5.93
2001,SM,2.84,6.92
2001,IO,0.6,4.6
2001,BU,1.75,5.75
2001,VM,1.8,6.79
2001,BF,0.32,4.75
2001,MI,0.62,5.05
2001,SW,1.42,5.36
2001,KR,1.53,6.03
2001,GJ,0.46,5.54
2001,RO,1.67,5.69
2001,NF,-5.8,2.35
2001,BY,-0.1,5.23
2001,SV,2.19,5.94
2001,OS,1.13,4.91
2001,TD,0.8,5.11
2001,JM,-0.29,5.01
2001,MJ,1.22,5.89
2001,HK,0.83,5.64
2001,WZ,0.42,5.67
2001,LE,0.31,4.9
2001,TT,0.99,5.43
2001,YM,0.46,4.88
2001,NR,1.73,5.4
2001,ML,2.13,5.81
2001,MV,2.54,6.42
2001,PL,1.35,5.51
2001,KZ,1.96,5.03
2001,MH,0.69,5.29
2001,TX,2.28,5.87
2001,UV,1.15,5.48
2001,SB,7,8.02
2001,CY,1.63,5.74
2001,MX,0.98,6.01
2001,AC,1.12,4.99
2001,RB,0.14,5
2001,LY,1.38,5.97
2001,CU,1.54,6.12
2001,PM,1.06,5.37
2001,CH,1.42,6.5
2001,SG,0.7,5.36
2001,EK,1.52,5.48
2001,MU,1.87,5.56
2001,CO,0.16,5.56
2001,EZ,1.32,5.04
2001,AV,2.3,3.54
2001,IS,-0.98,4.6
2001,NO,1.52,5.76
2001,FM,1.01,5.25
2001,JO,1.66,5.55
2001,BD,-0.25,4.86
2001,FI,2.06,5.53
2001,KE,0.17,4.99
2001,UZ,1.51,5.61
2001,SO,0.12,4.97
2001,JA,1.45,5.38
2001,NI,0.5,5.65
2001,UP,1.26,5.34
2001,ZI,0.24,5.18
2001,IN,-0.11,5.19
2000,TS,1.65,5.85
2000,WZ,0.09,5.21
2000,VI,0.89,5.26
2000,SY,1.9,5.9
2000,BC,1.45,5.8
2000,BX,2.1,6.44
2000,KZ,1.92,4.88
2000,YI,0.72,5.97
2000,SI,1.81,5.92
2000,TV,1.25,5.08
2000,LT,0.43,5.7
2000,HA,-0.16,5.23
2000,NH,1.43,6.03
2000,WQ,-2.5,5.94
2000,TD,1.17,5.6
2000,WS,-1.34,4.84
2000,RO,1.79,5.84
2000,MN,2.69,6.83
2000,HK,0.71,5.66
2000,FG,-1.4,3.94
2000,FK,4,8
2000,FP,-0.44,4.06
2000,LU,2.03,5.37
2000,LO,1.55,5.79
2000,SO,0.47,5.66
2000,ZI,0.31,5.07
2000,RP,-0.35,4.64
2000,KS,1.95,6.12
2000,MO,1.62,5.59
2000,SZ,1.2,5.34
2000,AE,2.01,5.75
2000,PO,1.64,5.64
2000,JE,-0.4,7.16
2000,BY,0.29,5.78
2000,WI,1.54,5.7
2000,MD,1.83,5.26
2000,EG,1.64,5.6
2000,CW,2.8,6.39
2000,CB,0.85,5.74
2000,IN,0.16,5.2
2000,MV,1.95,6.09
2000,AY,1.14,5.9
2000,KN,2.27,6.3
2000,MR,1.88,5.9
2000,TI,1.02,4.92
2000,RI,-0.15,5.34
2000,SU,1.05,6.1
2000,FI,1.95,5.77
2000,JM,0.75,5.52
2000,CM,0.32,5.23
2000,EK,0.97,5.21
2000,PU,0.83,5.44
2000,IR,0.6,5.43
2000,GG,1.23,4.88
2000,KG,0.73,4.9
2000,PE,0.59,5.32
2000,CI,1.02,5.64
2000,GQ,-0.24,4.98
2000,GR,1.16,5.35
2000,ID,-0.59,4.36
2000,NZ,0.86,6.6
2000,NI,0.5,5.58
2000,GI,1.37,4.98
2000,TW,1.28,6.34
2000,BU,1.88,5.64
2000,FR,0.88,5.2
2000,AM,1.4,5.36
2000,MI,0.86,5.48
2000,UP,1.71,5.31
2000,SF,0.83,5.57
2000,KE,0.32,5.03
2000,CY,1.49,5.87
2000,TU,0.68,5.43
2000,SC,1.94,5.77
2000,CJ,0.51,5.14
2000,OD,0.52,7.41
2000,NO,1.76,5.63
2000,AL,-0.43,5.26
2000,IC,2.25,5.92
2000,TO,1.74,6.1
2000,BP,0.38,5.2
2000,IO,0.73,4.7
2000,NP,0.05,4.75
2000,GK,-1.51,4.19
2000,GM,1.1,5.52
2000,MJ,0.48,5.66
2000,PA,0.03,4.59
2000,GA,0.45,5.34
2000,NC,1.97,7.04
2000,MF,-1.07,4.89
2000,NG,0.86,5.49
2000,VQ,0.74,5.21
2000,CT,0.32,5.02
2000,SP,-0.22,4.8
2000,NF,-0.4,5.17
2000,MC,1.22,6.43
2000,IT,1.35,5.54
2000,ET,1.01,5.58
2000,SL,0.33,6.11
2000,CG,0.13,5.19
2000,MT,2.36,5.63
2000,NT,0.69,3.38
2000,SG,0.86,5.64
2000,BR,1.08,5.09
2000,MG,2.63,6.57
2000,BL,0.14,4.52
2000,CD,1.12,5.61
2000,MA,2.1,5.07
2000,CU,1.43,5.93
2000,HU,1.64,5.85
2000,JO,1.69,5.69
2000,TT,0.66,5.08
2000,SH,0.4,6.71
2000,AN,2.33,5.37
2000,PF,-0.4,6.16
2000,LY,1.59,5.76
2000,AO,0.51,5.07
2000,MU,2.53,5.46
2000,UY,2.29,5.39
2000,BN,1.27,5.84
2000,ES,1,5.56
2000,LA,1.49,6.18
2000,MZ,1.64,5.53
2000,ZA,0.96,5.78
2000,MP,1.72,6.1
2000,NR,2.15,6.26
2000,AV,1.84,5.63
2000,RB,-0.35,5.19
2000,MX,0.65,5.74
2000,IZ,0.58,5.36
2000,BH,1.08,5.22
2000,VT,2.18,6.36
2000,TH,0.8,5.27
2000,WA,0.13,4.92
2000,EZ,1.19,5.17
2000,CN,1.29,5.94
2000,BE,1.42,5.46
2000,LG,1.25,5.37
2000,CO,0.01,5.28
2000,FJ,0.5,5.27
2000,PL,1.38,5.82
2000,TZ,0.89,5.75
2000,HR,1.2,5.68
2000,NU,1.39,5.67
2000,MB,2.06,5.14
2000,BB,2.23,5.27
2000,CF,0.74,5.51
2000,RE,1.33,7.61
2000,VC,1.75,6.24
2000,JA,1.64,5.48
2000,AJ,1.13,5.25
2000,IV,-0.07,5.6
2000,GV,-0.76,4.48
2000,SE,1.1,5.85
2000,YM,0.64,5.35
2000,EI,0.91,6.11
2000,FM,1.26,5.51
2000,RM,1.78,5.6
2000,RS,0.55,4.89
2000,VE,1.29,5.38
2000,AR,1.06,5.2
2000,BD,1.38,5.82
2000,LH,1.84,5.72
2000,UG,0.31,5.09
2000,DA,1.52,5.83
2000,OC,0.64,5.2
2000,AA,1.07,4.64
2000,AS,0.96,5.4
2000,BO,1.51,5.37
2000,KV,-1.05,5.43
2000,NS,0.58,4.71
2000,TK,1.86,2.34
2000,MY,0.41,5.08
2000,AQ,0.13,4.52
2000,KT,2.14,3
2000,NE,1.79,5.69
2000,BG,0.52,5.27
2000,BT,1.84,5.49
2000,DO,1.91,6.26
2000,DR,1.25,5.85
2000,PG,1.68,5
2000,CQ,0.07,5.24
2000,VM,2.05,6.8
2000,WE,-1.98,4.22
2000,GZ,-2.76,3.8
2000,GP,1.37,4.65
2000,OS,0.81,5.03
2000,ST,0.27,5.72
2000,TX,2.8,5.78
2000,PS,1.87,6.32
2000,RN,-1.95,4.4
2000,CA,1.08,5.51
2000,KR,2.15,5.41
2000,SW,1.4,5.78
2000,US,0.94,5.98
2000,TP,4.19,6.57
2000,BM,0.58,5.68
2000,SN,1.92,5.69
2000,HO,1.69,5.69
2000,GL,1.48,5.39
2000,GJ,0.37,5.28
2000,LI,0.34,5.59
2000,PM,1.31,5.39
2000,HQ,2.35,6.27
2000,KU,1.25,5.17
2000,RW,0.14,4.85
2000,QA,2.04,5.56
2000,SA,1.29,5.48
2000,BK,0.27,5.02
2000,BF,1.12,4.7
2000,SV,4,4.09
2000,ML,2.13,5.72
2000,AC,-0.53,4.38
2000,TN,1.46,7.95
2000,EN,2.1,5.62
2000,EC,0.65,5.14
2000,SM,2.43,4.7
2000,LE,0.25,4.93
2000,CV,2.38,6.57
2000,PP,1.03,6.12
2000,NL,0.78,5.07
2000,UZ,1.37,5.25
2000,GB,1.41,5.59
2000,DJ,1.85,5.89
2000,AF,0.27,4.82
2000,IM,-2.25,3.16
2000,UV,0.15,5.4
2000,GH,1.05,6.18
2000,GT,0.3,5.07
2000,UK,0.84,5.62
2000,MH,0.55,5.28
2000,ER,1.12,5.7
2000,CS,1.41,5.35
2000,FO,1.47,5.43
2000,AG,0.44,5.45
2000,CH,1.37,6.47
2000,RQ,0.15,5.14
2000,TL,0.8,7.51
2000,AU,0.89,6.48
2000,PK,-0.11,5.04
2000,CE,-2.22,4.43
2000,GY,1.02,5.38
2000,LS,0.11,6.28
2000,SB,-0.5,6.01
2000,BA,2.35,5.98
2000,MK,1.56,5.8
2000,IS,0.32,5.25
1999,HA,0.14,5.6
1999,LY,2.02,5.97
1999,ST,1.92,9.15
1999,TS,2.19,6.54
1999,HO,1.35,5.07
1999,MB,1.3,4.65
1999,MP,2.1,6.08
1999,LS,2.04,5.91
1999,MK,1.13,5.24
1999,VI,-0.93,2.95
1999,BM,0.41,5.28
1999,TP,2.95,5.98
1999,MQ,-1.9,5.87
1999,SE,1.5,5.85
1999,SO,-0.99,4.88
1999,VQ,0.5,5.2
1999,NF,1,5.54
1999,AU,1.16,5.38
1999,SI,2.04,5.35
1999,EZ,1.33,5.39
1999,TX,2.88,6.1
1999,ES,0.64,5.54
1999,KU,1.2,5.25
1999,TK,-10,4.32
1999,GM,1.17,5.51
1999,MD,1.93,5.35
1999,GA,1.72,5.59
1999,GQ,0.02,4.24
1999,IS,0.69,5.68
1999,CU,1.65,5.94
1999,MC,1.6,6.35
1999,AL,-0.01,5.06
1999,MX,0.24,5.31
1999,RP,0.18,5.34
1999,QA,2.04,5.93
1999,BO,1.57,5.32
1999,WA,0.7,4.96
1999,FJ,1.34,5.91
1999,CY,1.55,5.63
1999,TD,0.11,4.92
1999,FO,2.78,6.02
1999,BR,1.36,5.29
1999,SH,1.53,4.89
1999,JO,1.79,6.29
1999,NR,2.28,6.24
1999,PK,-0,5.11
1999,JM,-0.26,4.83
1999,RN,-0.8,6.38
1999,CI,0.68,5.5
1999,RI,-1.12,5.01
1999,ZI,0.94,5.29
1999,CJ,0.79,4.31
1999,SF,0.42,5.55
1999,PF,-3.44,5.04
1999,IZ,-0.05,5.4
1999,MY,0.56,5.08
1999,GB,1.68,5.47
1999,FG,3.32,4.14
1999,SB,0.4,7.85
1999,IO,-1.38,3.36
1999,WE,0.76,5.33
1999,RB,-0.62,5.02
1999,SG,1.59,5.69
1999,HU,1.52,5.62
1999,MO,2.07,6.27
1999,VM,1.92,6.83
1999,RS,0.76,4.92
1999,LO,1.45,5.46
1999,SM,2.34,5.19
1999,HQ,0.88,4.75
1999,BC,1.54,5.49
1999,WS,-2.69,4.34
1999,KV,-0.74,5.47
1999,BB,0.97,5.02
1999,WZ,1.03,5.5
1999,CV,1.42,5.84
1999,SZ,0.83,5.15
1999,MN,0.32,5.84
1999,BX,1.71,6
1999,FR,1.19,5.37
1999,FP,1.42,5.43
1999,UP,1.63,5.6
1999,CE,-3.13,3.85
1999,PM,1.59,5.58
1999,SW,1.44,5.56
1999,IR,0.53,5.66
1999,EC,0.35,4.91
1999,MT,2.27,5.31
1999,GK,1.81,5.26
1999,RW,0.32,4.93
1999,TT,0.58,5.22
1999,UV,0.33,5.14
1999,CA,1.35,5.65
1999,ET,0.04,5.4
1999,BG,-0.4,4.85
1999,FM,0.86,5.26
1999,JQ,-3.65,4.21
1999,AM,1.37,5.19
1999,AS,0.84,5.55
1999,GH,1.27,6.4
1999,MG,2.73,6.67
1999,DJ,1.65,5.64
1999,OS,0.67,4.99
1999,AO,0.11,4.92
1999,AF,0.06,5.05
1999,NH,1.5,5.63
1999,FI,2.23,5.52
1999,CQ,0.34,5.25
1999,CM,0.76,4.95
1999,PE,0.58,5.54
1999,MV,1.9,5.54
1999,SL,0.89,5.91
1999,AA,0.86,4.7
1999,TV,2.83,5.16
1999,UG,0.33,4.99
1999,LT,0.99,6.03
1999,VC,2.06,6.96
1999,PA,0.29,4.57
1999,ER,0.02,5.42
1999,RE,2.21,5.8
1999,HR,0.81,5.36
1999,KE,0.29,5.17
1999,KS,1.25,5.55
1999,BA,2.05,6.13
1999,TI,1.16,5.54
1999,JE,-0.36,5.66
1999,CD,1.42,5.19
1999,BN,1.07,5.57
1999,EG,1.74,5.9
1999,PU,1.46,5.53
1999,MF,0.73,4.46
1999,PL,1.46,5.51
1999,AG,0.55,5.58
1999,GV,0.25,5.2
1999,PC,1.84,2
1999,PG,0.5,4.82
1999,TH,0.88,5.39
1999,NZ,1.5,6.89
1999,UZ,1.62,5.31
1999,KT,-1.36,2.4
1999,MA,1.77,5.99
1999,AY,2.42,5.87
1999,BT,1.49,5.23
1999,AN,1.9,6.41
1999,CG,0.17,5.14
1999,LG,1.72,5.53
1999,NG,0.13,5.49
1999,BY,-0.25,5.07
1999,NI,0.4,5.62
1999,GI,0.42,4.74
1999,GY,1.49,6.04
1999,MR,1.69,5.95
1999,SV,-1.77,3.46
1999,LI,0.63,5.54
1999,CS,1.76,5.71
1999,CF,-0.41,4.72
1999,EN,2.15,5.51
1999,KG,1.12,4.75
1999,UK,0.73,5.68
1999,NE,1.39,7.36
1999,GJ,0.42,5.46
1999,NT,2.47,4.44
1999,AR,1.44,5.38
1999,LH,2.09,5.36
1999,AQ,2.4,5.01
1999,RO,1.54,5.51
1999,TO,2.21,6.2
1999,EK,1.87,5.09
1999,GG,1.23,5.01
1999,DR,1.15,5.79
1999,RM,2.68,5.98
1999,DO,3.16,6.38
1999,CW,1.68,6.72
1999,GT,0.55,5.42
1999,GZ,0.33,5.3
1999,ID,-0.19,4.93
1999,TZ,1.24,5.42
1999,IV,0.42,5.19
1999,NC,1.25,6.21
1999,IC,2.89,5.01
1999,US,0.86,5.95
1999,BH,1.64,6.23
1999,FK,0.13,5.12
1999,BE,1.12,5.2
1999,YM,0.06,4.71
1999,PS,1.13,6.15
1999,GP,1.39,4.51
1999,LA,2.68,6.81
1999,SC,1.79,5.97
1999,AC,0.64,5.61
1999,NS,0.13,4.66
1999,CB,0.61,6.04
1999,CH,1.23,6.4
1999,KN,1.24,5.81
1999,SA,1.34,5.86
1999,LE,-0.48,4.7
1999,AJ,1.3,5.24
1999,KZ,1.9,4.84
1999,TL,4,3.82
1999,SP,0.75,5.14
1999,GL,0.45,4.98
1999,KR,1.09,4.78
1999,CN,0.91,5.39
1999,IM,2.92,4.81
1999,YI,-0.19,5.41
1999,MH,-0.54,4.57
1999,SY,2.28,6.32
1999,PO,1.74,5.65
1999,MZ,1.5,5.71
1999,AE,1.51,5.26
1999,TN,1.94,5.97
1999,MU,2.64,6.06
1999,BD,-0.2,5.34
1999,AV,0.42,5.86
1999,TW,1.43,5.87
1999,CO,0.32,5.34
1999,GR,1.21,5.39
1999,BU,1.83,5.54
1999,LU,1.82,5.71
1999,WQ,-10,6.28
1999,UY,1.52,5.71
1999,OC,0.25,5.03
1999,BL,1.17,5.55
1999,ML,1.61,5.89
1999,NU,1.28,5.43
1999,ZA,1.32,5.68
1999,NO,1.78,5.78
1999,VE,1.05,5.38
1999,NL,0.88,5.21
1999,OD,-0.43,5.14
1999,EI,0.67,6.19
1999,CT,1.04,5.44
1999,HK,0.9,5.67
1999,VT,1.86,5.79
1999,SN,1.78,5.53
1999,BF,-0.04,4.25
1999,JA,1.73,5.56
1999,WI,1.14,5.6
1999,BQ,0,5.65
1999,RQ,0.03,5.19
1999,NP,0.23,4.9
1999,DA,1.36,5.72
1999,MJ,-0.09,4.98
1999,IN,-0.07,5.16
1999,MI,0.4,5.61
1999,IT,1.26,5.44
1999,TU,0.49,5.34
1999,PP,1.47,6.69
1999,BP,1.21,5.76
1999,BK,0.49,4.96
1999,SU,1.25,6.08
1998,AE,1.98,5.76
1998,FM,1.26,5.32
1998,HA,0.65,5.4
1998,KS,1.65,5.69
1998,RM,1.8,6.52
1998,SV,-0.8,4.29
1998,CH,1.58,6.45
1998,TN,1.59,5.97
1998,LE,0.35,4.78
1998,OC,0.24,4.35
1998,CV,2.26,5.57
1998,NT,-1.33,3.67
1998,OD,-1.74,4.26
1998,CO,-0.16,5.21
1998,SB,2.95,4.36
1998,NI,0.67,5.38
1998,SA,1.53,5.72
1998,NG,0.7,4.96
1998,HU,1.72,5.89
1998,LI,0.46,5.33
1998,VM,1.91,6.56
1998,BU,2.14,5.62
1998,MU,2.46,5.3
1998,PP,1.45,6.17
1998,MO,1.95,5.79
1998,VT,1.6,5.46
1998,MK,1.48,5.41
1998,TH,1.11,5.23
1998,BG,0.87,4.67
1998,CJ,0.87,4.58
1998,RB,-0.52,4.78
1998,TP,2.15,4.96
1998,TT,0.71,5.59
1998,NR,2.22,5.81
1998,GH,1.5,5.83
1998,CF,0.22,3.92
1998,TX,2.97,5.41
1998,MT,1.52,6.2
1998,VI,2.83,5.47
1998,WF,-5,4.68
1998,MD,2.22,5.44
1998,VC,0.96,7.53
1998,PU,1.21,4.63
1998,KR,2.15,5.61
1998,DJ,1.71,4.87
1998,MB,0.7,4.49
1998,IC,2.44,5.29
1998,MF,-0.1,3.83
1998,KN,1.43,5.98
1998,AY,1.78,5.79
1998,ZA,0.91,5.23
1998,IM,0.24,4.12
1998,GV,1.15,4.88
1998,RP,0.55,5.01
1998,CY,1.63,4.88
1998,VE,1.03,5.38
1998,LG,1.51,5.35
1998,FK,4.2,4.97
1998,ST,-0.36,6.65
1998,SM,2.93,5.21
1998,UZ,2.53,5.44
1998,AF,-0.42,4.92
1998,AN,1.22,6.07
1998,AM,1.44,5.69
1998,CT,1.64,5.18
1998,MN,1.99,4.62
1998,CB,0.39,6.17
1998,LT,0.16,5.04
1998,CM,-0.58,4.42
1998,BN,1.44,5.49
1998,QA,2.23,5.18
1998,AL,-0.36,4.86
1998,WE,0.02,4.89
1998,WS,0.61,5.55
1998,PA,0.7,5.66
1998,EN,2.47,5.59
1998,FO,1.36,5.28
1998,VQ,1.23,5.68
1998,AA,0.06,5.81
1998,GZ,0.19,5.3
1998,SU,0.36,5.08
1998,AC,1.97,4.46
1998,NP,1.29,5.31
1998,SG,0.58,5.11
1998,UY,2.63,5.26
1998,CQ,0.44,5.34
1998,GY,0.15,5.81
1998,RQ,0.03,4.83
1998,RN,3.17,3.47
1998,OS,1.93,5.3
1998,SL,-0.2,4.66
1998,HK,1.4,5.79
1998,NZ,1.16,6.13
1998,TV,1.65,6.84
1998,FG,-0.32,4.51
1998,BL,1.08,5.31
1998,PM,1.33,5.04
1998,TD,1.06,5.17
1998,NS,1.28,5.32
1998,PG,0.32,4.91
1998,MX,-0.1,4.95
1998,MC,1.2,5.31
1998,BX,2.09,5.47
1998,EI,0.57,6.34
1998,LH,2.16,5.4
1998,SI,2.04,5.53
1998,CS,1.87,5.5
1998,CN,0.61,4.4
1998,LA,2.62,6.62
1998,KG,2.33,5.28
1998,BF,0.22,4.4
1998,SN,1.81,4.78
1998,SP,0.76,5.2
1998,TU,0.88,5.07
1998,KV,0.47,4.12
1998,JN,-1.28,3.04
1998,GQ,1.04,4.3
1998,YM,0.33,4.85
1998,PL,1.74,5.48
1998,SC,-0.28,5.41
1998,NH,0.47,5.33
1998,NO,1.7,5.81
1998,KE,0.16,4.73
1998,EK,-0.73,4.52
1998,LS,0.65,5.15
1998,EG,1.74,5.29
1998,ZI,1.06,4.59
1998,ES,0.63,5.12
1998,TZ,0.78,4.15
1998,TI,1.2,5.58
1998,ET,1.03,4.96
1998,CD,1.42,4.63
1998,CG,-0.28,4.34
1998,RW,-0.5,4.19
1998,BA,2,5.45
1998,IZ,0.54,5.62
1998,LO,1.52,5.51
1998,MP,2.43,4.82
1998,HR,1.09,5.22
1998,EC,1.34,5.6
1998,TW,1.75,5.79
1998,WI,2.07,5.32
1998,GI,0.34,4.54
1998,CU,1.88,6.24
1998,CA,1.23,5.26
1998,MJ,0.59,5.31
1998,GB,1.52,5.24
1998,GK,0.61,3.72
1998,AO,0.36,4.83
1998,FR,1.39,5.32
1998,IS,0.61,5.23
1998,AR,1.18,4.96
1998,JM,1.16,5.64
1998,DO,2.17,6.57
1998,PS,1.25,5.01
1998,SF,0.61,5.12
1998,UV,1.71,4.9
1998,PF,-0.96,2.03
1998,IN,0.28,5.32
1998,HO,1.55,4.73
1998,BT,1.76,4.95
1998,CW,2.24,4.77
1998,BO,1.73,5.4
1998,BY,0.11,4.36
1998,GT,-0.09,4.81
1998,JO,1.65,5.78
1998,MY,0.92,4.73
1998,BK,0.97,5.13
1998,DR,1.01,5.32
1998,MH,0.95,5.41
1998,KT,5.16,2.9
1998,IR,0.9,5.44
1998,ER,0.54,4.9
1998,AU,1.74,5.3
1998,GG,0.81,5.07
1998,BD,0.43,6.05
1998,EZ,1.49,5.78
1998,GJ,1.48,5.92
1998,ID,0.04,4.71
1998,US,0.99,5.89
1998,SH,0.09,4.42
1998,SO,0.03,4.95
1998,WA,1.15,4.78
1998,AJ,1.25,5.5
1998,GL,1.08,5.45
1998,IT,1.11,5.03
1998,CE,-1.97,3.7
1998,GP,0.51,4
1998,TO,1.09,5.31
1998,MZ,1.54,4.79
1998,SE,0.88,5.56
1998,SY,1.87,5.52
1998,NC,2.1,6.71
1998,CI,0.86,5.13
1998,FI,2.07,5.46
1998,MG,1.83,5.98
1998,KU,1.42,5.07
1998,AG,-0.29,4.5
1998,MI,1.36,5.09
1998,BB,1.8,5.64
1998,AQ,0.53,5.34
1998,RI,-0.08,5.22
1998,IV,1.27,5.14
1998,GR,1.46,4.79
1998,RE,2.47,6.26
1998,BM,0.42,5.34
1998,PO,1.51,5.36
1998,GA,2.2,5.27
1998,AV,2.74,5.51
1998,BR,1.52,5.16
1998,BE,1.6,5.21
1998,PE,1.3,5.8
1998,DA,1.82,5.78
1998,LU,2.29,5.56
1998,BP,1.56,5.9
1998,MR,1.64,5.6
1998,MV,2.87,4.61
1998,YI,0.87,5.45
1998,WZ,0.64,5.04
1998,ML,1.63,5.48
1998,FP,1.56,4.19
1998,RO,1.97,5.75
1998,JA,1.75,5.37
1998,BC,1.38,4.68
1998,NU,1.74,5.18
1998,KZ,2.34,5.28
1998,AS,0.86,5.3
1998,RS,1.42,5.14
1998,UG,0.41,4.56
1998,JE,0.45,7.28
1998,BQ,1,3.58
1998,FJ,1.53,5.86
1998,PK,0.46,4.99
1998,UK,0.89,5.55
1998,GM,1.08,5.38
1998,SZ,1.06,5.18
1998,NL,1.42,5.29
1998,LY,1.26,5.25
1998,TS,2.49,5.79
1998,BH,0.54,4.91
1998,NE,1.95,4.59
1998,SW,1.66,5.52
1998,UP,1.89,5.42
1998,MA,1.49,5.16
1998,WQ,-1.23,4.53
1997,TI,1.52,5.56
1997,KN,1.87,6.3
1997,SZ,1.34,5.32
1997,MF,-0.25,4.95
1997,LY,1.22,5.3
1997,VM,1.98,6.08
1997,NU,1.47,5.53
1997,ML,1.29,5.98
1997,OD,-0.13,4.56
1997,KS,1.41,5.85
1997,YI,1.55,6.11
1997,IN,0.64,5.65
1997,SY,2.01,5.63
1997,AF,-0,4.88
1997,SW,1.74,5.66
1997,PO,1.77,5.69
1997,CB,0.4,5.71
1997,HU,2.14,6.09
1997,TD,2.27,6.15
1997,RB,0.38,5.15
1997,MN,1.93,5.83
1997,RI,0.46,5.83
1997,TZ,1.56,4.31
1997,AC,2.36,6.07
1997,CS,2.43,5.25
1997,AG,-0.91,4.53
1997,PL,2.03,5.89
1997,AJ,1.93,5.41
1997,LU,2.32,5.44
1997,MP,2.85,5.96
1997,GV,1.65,4.92
1997,BK,0.99,4.99
1997,CG,0.43,4.76
1997,HO,1.12,5.29
1997,UV,2.19,5.74
1997,IM,4,8.4
1997,BD,-0.15,5.97
1997,PG,1.54,5.05
1997,ES,1.2,5.41
1997,BA,1.41,5.13
1997,TO,2.06,5.34
1997,MT,2.42,5.29
1997,TN,0.98,5.85
1997,MH,0.79,4.8
1997,GP,-0.61,4.25
1997,FR,1.32,5.28
1997,CE,-3.02,3.49
1997,FM,1.58,5.04
1997,SM,2.29,3.33
